"initial_alias","converted_alias","name","description","namespace"
"TMEM140","ENSG00000146859","TMEM140","transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CITED2","ENSG00000164442","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCB","ENSG00000166501","PRKCB","protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE6A","ENSG00000132915","PDE6A","phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OGN","ENSG00000106809","OGN","osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF671","ENSG00000083814","ZNF671","zinc finger protein 671 [Source:HGNC Symbol;Acc:HGNC:26279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP1A2","ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPX3","ENSG00000211445","GPX3","glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF1A","ENSG00000130294","KIF1A","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDGFD","ENSG00000170962","PDGFD","platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAK2","ENSG00000115993","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIMAP5","ENSG00000196329","GIMAP5","GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIMAP1-GIMAP5","ENSG00000281887","GIMAP1-GIMAP5","GIMAP1-GIMAP5 readthrough [Source:HGNC Symbol;Acc:HGNC:51257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD36","ENSG00000135218","CD36","CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECRG4","ENSG00000119147","ECRG4","ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCNN1B","ENSG00000168447","SCNN1B","sodium channel epithelial 1 subunit beta [Source:HGNC Symbol;Acc:HGNC:10600]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APPL2","ENSG00000136044","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VPS13D","ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LARGE1","ENSG00000133424","LARGE1","LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC68","ENSG00000166510","CCDC68","coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP28","ENSG00000271447","MMP28","matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIDEB","ENSG00000136305","CIDEB","cell death inducing DFFA like effector b [Source:HGNC Symbol;Acc:HGNC:1977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM37","ENSG00000171227","TMEM37","transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STAB1","ENSG00000010327","STAB1","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF112","ENSG00000128482","RNF112","ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIMAP8","ENSG00000171115","GIMAP8","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTH1R","ENSG00000160801","PTH1R","parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC30A10","ENSG00000196660","SLC30A10","solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUN2","ENSG00000100242","SUN2","Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNST","ENSG00000162852","CNST","consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAAM2","ENSG00000146122","DAAM2","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOB3B","ENSG00000120162","MOB3B","MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPAN7","ENSG00000156298","TSPAN7","tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMRN1","ENSG00000138722","MMRN1","multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRAMD2B","ENSG00000155324","GRAMD2B","GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR162","ENSG00000250510","GPR162","G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTOP2","ENSG00000183034","OTOP2","otopetrin 2 [Source:HGNC Symbol;Acc:HGNC:19657]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NLGN4X","ENSG00000146938","NLGN4X","neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTM5","ENSG00000134201","GSTM5","glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSBP2","ENSG00000145687","SSBP2","single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLF6","ENSG00000067082","KLF6","KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCN9A","ENSG00000169432","SCN9A","sodium voltage-gated channel alpha subunit 9 [Source:HGNC Symbol;Acc:HGNC:10597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FHL1","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SORCS1","ENSG00000108018","SORCS1","sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFAIP8L3","ENSG00000183578","TNFAIP8L3","TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOLR2","ENSG00000165457","FOLR2","folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TP53INP2","ENSG00000078804","TP53INP2","tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBTB16","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF115","ENSG00000162817","C1orf115","chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L3","ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF540","ENSG00000171817","ZNF540","zinc finger protein 540 [Source:HGNC Symbol;Acc:HGNC:25331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLF4","ENSG00000136826","KLF4","KLF transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OPTN","ENSG00000123240","OPTN","optineurin [Source:HGNC Symbol;Acc:HGNC:17142]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP15","ENSG00000075884","ARHGAP15","Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCOA1","ENSG00000084676","NCOA1","nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZER1","ENSG00000160445","ZER1","zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLCD3","ENSG00000161714","PLCD3","phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSBPL1A","ENSG00000141447","OSBPL1A","oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYT4","ENSG00000132872","SYT4","synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PI16","ENSG00000164530","PI16","peptidase inhibitor 16 [Source:HGNC Symbol;Acc:HGNC:21245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E3","ENSG00000163412","EIF4E3","eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC14A","ENSG00000079335","CDC14A","cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPT","ENSG00000143196","DPT","dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM236","ENSG00000148483","TMEM236","transmembrane protein 236 [Source:HGNC Symbol;Acc:HGNC:23473]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A23","ENSG00000125648","SLC25A23","solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RCSD1","ENSG00000198771","RCSD1","RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TINAG","ENSG00000137251","TINAG","tubulointerstitial nephritis antigen [Source:HGNC Symbol;Acc:HGNC:14599]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFR","ENSG00000177000","MTHFR","methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEMA6A","ENSG00000092421","SEMA6A","semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND5B","ENSG00000170456","DENND5B","DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND3","ENSG00000105339","DENND3","DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEMA6D","ENSG00000137872","SEMA6D","semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H3-3B","ENSG00000132475","H3-3B","H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC6A16","ENSG00000063127","SLC6A16","solute carrier family 6 member 16 [Source:HGNC Symbol;Acc:HGNC:13622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSN","ENSG00000148180","GSN","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP44","ENSG00000006740","ARHGAP44","Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPAR1","ENSG00000198121","LPAR1","lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITPKA","ENSG00000137825","ITPKA","inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAS7","ENSG00000007237","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNASE1L3","ENSG00000163687","DNASE1L3","deoxyribonuclease 1L3 [Source:HGNC Symbol;Acc:HGNC:2959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE5A","ENSG00000138735","PDE5A","phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNR1","ENSG00000118432","CNR1","cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAVIN2","ENSG00000168497","CAVIN2","caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEX26","ENSG00000215193","PEX26","peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VPS35L","ENSG00000103544","VPS35L","VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UGP2","ENSG00000169764","UGP2","UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLR7","ENSG00000196664","TLR7","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VAPA","ENSG00000101558","VAPA","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRRT2","ENSG00000167371","PRRT2","proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SECISBP2L","ENSG00000138593","SECISBP2L","SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC69","ENSG00000198624","CCDC69","coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AOC3","ENSG00000131471","AOC3","amine oxidase copper containing 3 [Source:HGNC Symbol;Acc:HGNC:550]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMPDL3A","ENSG00000172594","SMPDL3A","sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIMAP1","ENSG00000213203","GIMAP1","GTPase, IMAP family member 1 [Source:HGNC Symbol;Acc:HGNC:23237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC51B","ENSG00000186198","SLC51B","SLC51 subunit beta [Source:HGNC Symbol;Acc:HGNC:29956]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRN3","ENSG00000173114","LRRN3","leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RXRA","ENSG00000186350","RXRA","retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGALS2","ENSG00000100079","LGALS2","galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOU","ENSG00000116574","RHOU","ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASPA","ENSG00000108381","ASPA","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A5","ENSG00000197375","SLC22A5","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC9A1","ENSG00000090020","SLC9A1","solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN1","ENSG00000139970","RTN1","reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLCE1","ENSG00000138193","PLCE1","phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LHFPL2","ENSG00000145685","LHFPL2","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SULT1A2","ENSG00000197165","SULT1A2","sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCHD1","ENSG00000165186","PTCHD1","patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGR3","ENSG00000180011","PTGR3","prostaglandin reductase 3 [Source:HGNC Symbol;Acc:HGNC:28697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPED1","ENSG00000106034","CPED1","cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBLN2","ENSG00000141668","CBLN2","cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCA5","ENSG00000154265","ABCA5","ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCN2","ENSG00000185339","TCN2","transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH9","ENSG00000184226","PCDH9","protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PXMP2","ENSG00000176894","PXMP2","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM171","ENSG00000157111","TMEM171","transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDX6","ENSG00000117592","PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STIM1","ENSG00000167323","STIM1","stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL12","ENSG00000107562","CXCL12","C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BMP5","ENSG00000112175","BMP5","bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHEX","ENSG00000263961","RHEX","regulator of hemoglobinization and erythroid cell expansion [Source:HGNC Symbol;Acc:HGNC:25341]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPER1","ENSG00000164850","GPER1","G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL10RB","ENSG00000243646","IL10RB","interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIR22HG","ENSG00000186594","MIR22HG","MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HHLA2","ENSG00000114455","HHLA2","HHLA2 member of B7 family [Source:HGNC Symbol;Acc:HGNC:4905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KTN1","ENSG00000126777","KTN1","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR34","ENSG00000171659","GPR34","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAALAD2","ENSG00000077616","NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAO1","ENSG00000087258","GNAO1","G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNNM2","ENSG00000148842","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTM3","ENSG00000134202","GSTM3","glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPEP2","ENSG00000167261","DPEP2","dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDK4","ENSG00000004799","PDK4","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EDN3","ENSG00000124205","EDN3","endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"PEG3","ENSG00000198300","PEG3","paternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:8826]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CWH43","ENSG00000109182","CWH43","cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMPD1","ENSG00000166311","SMPD1","sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF150","ENSG00000170153","RNF150","ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLAMF7","ENSG00000026751","SLAMF7","SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
